timestamp,price,amount,side
1443398309,1511.22,0.001,ASK
1443398315,1511.32,0.01,BID
1443398315,1511.68,0.01,BID
1443398315,1511.68,0.09,BID
1443398315,1511.68,0.01,BID
1443398317,1511.69,0.1,BID
1443398320,1511.7,0.0191,ASK
1443398321,1511.7,0.0809,ASK
1443398322,1511.62,5.6619,ASK
1443398330,1511.35,0.02,ASK
1443398349,1511.32,0.001,BID
1443398357,1511.61,0.188,BID
1443398357,1511.23,0.0027,ASK
1443398358,1511.61,0.1,BID
1443398371,1511.6,1.5,BID
1443398374,1511.6,2.58,BID
1443398375,1511.6,0.4986,BID
1443398375,1511.75,0.01,BID
1443398375,1511.76,0.01,BID
1443398375,1511.76,0.001,BID
1443398375,1511.82,0.01,BID
1443398375,1511.82,0.1,BID
1443398375,1511.84,0.01,BID
1443398375,1511.87,0.01,BID
1443398375,1511.87,0.1,BID
1443398375,1511.88,0.001,BID
1443398375,1511.89,0.01,BID
1443398375,1511.94,0.01,BID
1443398375,1511.95,0.01,BID
1443398375,1511.97,0.1,BID
1443398375,1511.97,0.01,BID
1443398375,1511.98,0.2894,BID
1443398378,1511.33,11.917,BID
1443398382,1511.34,0.001,ASK
1443398402,1511.34,0.0146,ASK
1443398422,1511.34,0.0091,ASK
1443398425,1511.85,0.02,BID
1443398425,1511.86,0.001,BID
1443398425,1511.91,0.428,BID
1443398441,1511.35,0.001,ASK
1443398462,1511.34,0.001,ASK
1443398478,1511.37,0.0041,ASK
1443398494,1511.38,0.0065,ASK
1443398502,1511.96,0.001,BID
1443398502,1511.97,0.009,BID
1443398515,1511.42,0.001,ASK
1443398532,1511.48,0.001,ASK
1443398540,1511.97,0.0147,BID
1443398540,1511.98,0.0853,BID
1443398549,1511.53,0.001,ASK
1443398554,1511.98,0.01,BID
1443398568,1511.58,0.001,ASK
1443398586,1511.98,0.7667,BID
1443398587,1511.99,0.01,BID
1443398587,1511.99,0.01,BID
1443398587,1511.99,0.01,BID
1443398587,1512.0,0.217,BID
1443398587,1512.0,6.7667,BID
1443398591,1511.65,0.0022,ASK
1443398607,1511.69,0.001,ASK
1443398623,1511.99,0.01,BID
1443398627,1511.73,0.001,ASK
1443398642,1511.99,0.0003,BID
1443398642,1511.99,0.001,BID
1443398642,1512.0,0.9987,BID
1443398643,1511.75,0.0079,ASK
1443398657,1511.99,0.001,BID
1443398657,1512.0,0.499,BID
1443398661,1512.0,0.5,BID
1443398663,1511.77,0.001,ASK
1443398664,1512.0,0.5,BID
1443398665,1512.0,0.6614,BID
1443398665,1512.0,0.01,BID
1443398666,1512.0,0.6614,BID
1443398668,1512.0,0.6614,BID
1443398668,1511.79,0.0348,ASK
1443398668,1511.78,0.5088,ASK
1443398668,1511.78,0.128,ASK
1443398668,1511.75,0.101,ASK
1443398668,1511.4,1.8074,ASK
1443398669,1512.0,0.6614,BID
1443398670,1512.0,0.6614,BID
1443398678,1511.97,0.2,BID
1443398678,1511.97,0.2,BID
1443398678,1511.97,0.1088,BID
1443398678,1511.99,0.0209,BID
1443398678,1512.0,0.0703,BID
1443398679,1512.0,0.0209,BID
1443398679,1511.97,0.001,ASK
1443398680,1511.99,2.0,ASK
1443398680,1511.99,1.268,ASK
1443398683,1511.99,0.009,BID
1443398686,1511.99,0.0074,BID
1443398689,1512.0,0.0026,BID
1443398696,1511.82,0.001,ASK
1443398709,1511.99,0.0164,BID
1443398709,1512.0,0.0061,BID
1443398712,1511.85,0.001,ASK
1443398724,1511.99,0.01,BID
1443398727,1511.99,0.0059,BID
1443398727,1512.0,0.0941,BID
1443398730,1511.86,0.0011,ASK
1443398746,1511.86,0.001,ASK
1443398758,1511.99,0.01,BID
1443398760,1511.86,0.0223,ASK
1443398760,1511.86,0.0278,ASK
1443398760,1511.86,0.0344,ASK
1443398760,1511.85,0.5705,ASK
1443398761,1511.85,0.0845,ASK
1443398762,1511.99,0.01,BID
1443398762,1511.86,0.002,ASK
1443398783,1511.86,0.011,ASK
1443398787,1511.99,0.0012,BID
1443398787,1511.99,0.01,BID
1443398787,1512.0,0.0378,BID
1443398796,1511.86,0.0029,ASK
1443398796,1511.86,0.0112,ASK
1443398796,1511.85,0.9527,ASK
1443398799,1511.85,0.001,ASK
1443398819,1511.85,0.001,ASK
1443398838,1511.85,0.004,ASK
1443398849,1511.85,0.043,ASK
1443398850,1511.85,0.65,ASK
1443398850,1511.85,0.809,ASK
1443398851,1511.85,0.65,ASK
1443398851,1511.85,0.28,ASK
1443398852,1511.85,0.65,ASK
1443398853,1511.85,0.65,ASK
1443398853,1511.99,3.0,ASK
1443398853,1511.99,8.0,ASK
1443398853,1511.99,11.169,ASK
1443398854,1511.85,0.65,ASK
1443398854,1511.85,0.131,ASK
1443398855,1511.85,0.65,ASK
1443398856,1511.85,9.5949,ASK
1443398856,1511.85,0.65,ASK
1443398857,1511.85,0.1758,ASK
1443398857,1511.32,0.058,ASK
1443398863,1511.84,0.01,BID
1443398868,1511.84,0.65,BID
1443398868,1511.84,0.65,BID
1443398868,1511.84,0.0022,BID
1443398868,1512.0,0.1868,BID
1443398868,1512.03,0.001,BID
1443398868,1512.04,0.01,BID
1443398868,1512.1,0.001,BID
1443398868,1512.1,0.077,BID
1443398868,1512.13,0.0766,BID
1443398868,1512.13,0.009,BID
1443398868,1512.21,0.01,BID
1443398868,1512.27,0.002,BID
1443398868,1512.27,0.002,BID
1443398868,1512.27,0.1,BID
1443398868,1512.29,1.0134,BID
1443398869,1512.27,0.0651,ASK
1443398869,1512.28,0.101,BID
1443398869,1512.28,0.025,BID
1443398869,1512.29,0.874,BID
1443398870,1512.27,0.2479,ASK
1443398870,1511.92,0.13,ASK
1443398870,1511.85,0.183,ASK
1443398871,1511.86,0.025,ASK
1443398871,1511.86,0.062,ASK
1443398873,1511.86,0.0031,ASK
1443398873,1511.85,0.0069,ASK
1443398875,1511.87,0.214,ASK
1443398875,1511.87,0.2948,ASK
1443398875,1511.85,0.4612,ASK
1443398879,1511.85,1.146,ASK
1443398879,1511.75,0.789,BID
1443398879,1511.84,0.461,BID
1443398879,1511.84,0.245,BID
1443398879,1511.86,0.19,BID
1443398879,1512.25,0.0189,BID
1443398879,1512.26,0.0651,BID
1443398879,1512.26,0.313,BID
1443398879,1512.28,0.0431,BID
1443398879,1512.28,0.1215,BID
1443398879,1512.29,7.7534,BID
1443398880,1511.86,0.01,BID
1443398882,1511.84,0.01,BID
1443398883,1511.7,0.0015,ASK
1443398886,1511.83,0.001,ASK
1443398886,1511.7,0.0005,ASK
1443398887,1511.4,0.002,ASK
1443398887,1511.33,0.0868,ASK
1443398887,1511.33,0.01,ASK
1443398887,1511.33,0.1192,ASK
1443398889,1511.34,0.0108,ASK
1443398889,1511.33,0.0023,ASK
1443398889,1511.32,0.4119,ASK
1443398892,1511.83,0.032,BID
1443398892,1511.83,0.069,BID
1443398900,1511.32,0.0049,ASK
1443398900,1511.83,0.002,BID
1443398905,1511.83,0.0158,BID
1443398905,1511.83,0.0131,BID
1443398905,1511.83,0.01,BID
1443398905,1511.84,0.0611,BID
1443398923,1511.33,0.0056,ASK
1443398924,1511.83,0.011,BID
1443398946,1511.33,0.001,ASK
1443398949,1511.82,0.001,ASK
1443398949,1511.33,0.009,ASK
1443398966,1511.33,0.0676,ASK
1443398966,1511.33,0.0124,ASK
1443398967,1511.33,0.0007,ASK
1443398967,1511.33,0.021,ASK
1443398967,1511.32,0.0583,ASK
1443398967,1511.32,0.0032,ASK
1443398967,1511.82,0.001,BID
1443398968,1511.32,0.0217,ASK
1443398971,1511.32,0.033,ASK
1443398972,1511.32,0.131,ASK
1443398972,1511.32,0.031,ASK
1443398974,1511.32,0.026,ASK
1443398975,1511.32,0.284,ASK
1443398975,1511.32,0.328,ASK
1443398975,1511.32,0.284,ASK
1443398975,1511.32,0.01,ASK
1443398975,1511.32,0.01,ASK
1443398975,1511.32,0.3818,ASK
1443398976,1511.32,1.1052,ASK
1443398976,1511.02,0.0869,ASK
1443398978,1511.0,0.071,ASK
1443398979,1511.0,0.229,ASK
1443398985,1510.86,0.01,ASK
1443398986,1510.8,0.01,ASK
1443398988,1510.79,0.004,ASK
1443398988,1510.71,0.006,ASK
1443398989,1510.71,0.004,ASK
1443398989,1510.56,0.006,ASK
1443398989,1510.56,0.004,ASK
1443398989,1510.55,0.001,ASK
1443398989,1510.51,0.001,ASK
1443398989,1510.5,0.004,BID
1443398991,1510.5,0.153,BID
1443398992,1510.48,0.001,ASK
1443398992,1510.41,0.662,BID
1443398993,1510.41,0.508,BID
1443399007,1510.36,0.01,ASK
1443399008,1510.34,0.01,ASK
1443399008,1510.32,0.001,ASK
1443399008,1510.2,0.001,ASK
1443399010,1510.0,0.01,ASK
1443399010,1510.06,0.107,BID
1443399016,1510.41,0.0011,ASK
1443399016,1510.07,0.2489,ASK
1443399017,1510.07,0.0011,ASK
1443399017,1510.06,0.2322,ASK
1443399017,1510.0,0.0167,ASK
1443399018,1510.0,0.01,ASK
1443399023,1510.02,0.002,ASK
1443399023,1510.02,0.002,ASK
1443399023,1510.0,0.006,ASK
1443399036,1510.69,0.0022,BID
1443399044,1510.69,0.0847,BID
1443399054,1510.76,0.002,BID
1443399054,1510.76,0.002,BID
1443399056,1510.76,0.01,ASK
1443399056,1510.76,1.447,ASK
1443399056,1510.76,0.4,ASK
1443399056,1510.76,0.4166,ASK
1443399059,1510.69,0.001,ASK
1443399059,1510.0,0.009,ASK
1443399060,1510.01,1.0,ASK
1443399060,1510.01,2.0,ASK
1443399060,1510.01,2.237,ASK
1443399063,1510.61,0.001,BID
1443399063,1510.74,0.009,BID
1443399078,1510.74,0.001,BID
1443399090,1510.74,0.0233,BID
1443399090,1510.75,0.0767,BID
1443399094,1510.51,0.001,BID
1443399112,1510.74,0.001,BID
1443399114,1510.02,1.0,BID
1443399114,1510.02,2.583,BID
1443399124,1510.01,0.0124,ASK
1443399125,1510.0,0.0124,ASK
1443399127,1510.0,0.2359,ASK
1443399128,1509.92,0.0781,ASK
1443399128,1509.86,0.01,ASK
1443399128,1509.8,0.01,ASK
1443399128,1509.72,0.0869,ASK
1443399128,1509.72,0.0509,ASK
1443399128,1510.68,0.001,BID
1443399128,1510.69,0.0069,BID
1443399130,1509.94,0.002,ASK
1443399130,1509.72,0.085,ASK
1443399131,1509.72,0.01,ASK
1443399132,1509.71,0.01,ASK
1443399133,1509.71,0.001,BID
1443399134,1509.58,0.008,ASK
1443399134,1509.56,0.002,ASK
1443399134,1509.64,0.01,BID
1443399137,1509.71,0.18,BID
1443399137,1509.71,0.105,BID
1443399141,1509.72,0.075,ASK
1443399141,1509.72,0.0119,ASK
1443399143,1509.74,0.002,ASK
1443399143,1509.72,0.046,ASK
1443399143,1509.72,0.1221,ASK
1443399143,1509.72,0.0579,ASK
1443399145,1509.72,0.18,ASK
1443399158,1509.72,0.01,ASK
1443399159,1510.46,0.5088,BID
1443399159,1510.47,0.002,BID
1443399159,1510.49,0.052,BID
1443399159,1510.49,0.0384,BID
1443399159,1510.5,0.7208,BID
1443399162,1509.72,0.0371,ASK
1443399163,1509.56,0.008,ASK
1443399163,1509.36,0.01,ASK
1443399163,1509.34,0.01,ASK
1443399163,1509.01,0.0091,ASK
1443399163,1509.01,0.0064,ASK
1443399163,1509.01,0.0306,ASK
1443399165,1509.02,0.01,ASK
1443399165,1509.72,0.01,BID
1443399172,1510.38,0.001,BID
1443399176,1509.51,0.01,BID
1443399204,1510.23,0.009,BID
1443399204,1510.24,0.001,BID
1443399204,1510.36,0.002,BID
1443399211,1510.24,0.001,ASK
1443399211,1509.75,0.009,ASK
1443399212,1509.75,0.01,ASK
1443399212,1509.76,0.0937,ASK
1443399212,1509.75,0.9053,ASK
1443399216,1510.24,0.001,ASK
1443399216,1509.77,0.009,ASK
1443399234,1510.38,0.003,BID
1443399234,1510.41,0.001,BID
1443399234,1510.56,0.001,BID
1443399234,1510.66,0.002,BID
1443399234,1510.68,0.002,BID
1443399234,1510.72,0.0472,BID
1443399234,1510.72,0.1309,BID
