timestamp,price,amount,side
1444865777,1632.07,0.06,BID
1444865777,1632.08,0.0215,BID
1444865777,1632.09,0.0885,BID
1444865784,1632.08,0.0171,BID
1444865791,1631.61,0.001,ASK
1444865793,1632.07,0.01,BID
1444865834,1631.85,0.169,BID
1444865836,1631.89,0.047,ASK
1444865837,1631.39,16.094,ASK
1444865843,1631.88,0.01,BID
1444865855,1632.08,0.001,BID
1444865917,1632.03,0.035,BID
1444865917,1632.04,0.0007,BID
1444865918,1631.46,0.06,ASK
1444865918,1631.45,0.1083,ASK
1444865918,1631.37,0.002,ASK
1444865918,1631.37,0.5,ASK
1444865918,1631.36,4.2379,ASK
1444865918,1631.29,0.001,ASK
1444865918,1631.11,7.7477,ASK
1444865918,1631.1,1.0,ASK
1444865918,1631.06,0.1665,ASK
1444865918,1631.05,0.0195,ASK
1444865918,1631.03,0.002,ASK
1444865918,1631.0,0.3,ASK
1444865919,1631.0,0.3888,BID
1444865922,1630.99,0.06,BID
1444865922,1631.0,0.058,BID
1444865922,1631.0,0.4083,BID
1444865922,1632.01,10.0,BID
1444865922,1632.01,8.407,BID
1444865944,1631.96,0.035,BID
1444865944,1631.96,0.5,BID
1444865944,1631.97,0.7,BID
1444865944,1631.99,0.015,BID
1444865944,1632.0,0.3,BID
1444865944,1632.02,0.1574,BID
1444865944,1632.07,0.2921,BID
1444865944,1632.08,0.079,BID
1444865944,1632.08,1.4867,BID
1444865989,1631.94,0.0041,BID
1444865989,1631.95,0.0097,BID
1444865989,1632.07,0.0444,BID
1444865989,1632.08,0.8737,BID
1444865998,1631.96,0.01,ASK
1444865998,1631.73,0.06,ASK
1444865998,1631.72,0.0999,ASK
1444865998,1631.71,0.001,ASK
1444865998,1631.57,0.0167,ASK
1444865998,1631.12,3.0,ASK
1444865998,1631.1,1.0,ASK
1444865998,1631.03,0.0647,ASK
1444865998,1631.01,0.4663,ASK
1444865998,1631.0,0.3,ASK
1444865998,1630.91,0.001,ASK
1444865998,1630.85,0.217,ASK
1444865998,1630.78,0.5,ASK
1444865998,1630.64,0.001,ASK
1444865998,1630.54,0.001,ASK
1444865998,1630.47,0.0472,ASK
1444865998,1630.46,0.002,ASK
1444865998,1630.45,0.001,ASK
1444865998,1630.38,0.0544,ASK
1444865998,1630.37,0.2222,ASK
1444865998,1630.35,0.001,ASK
1444865998,1630.22,2.2616,ASK
1444866003,1632.05,0.0205,BID
1444866009,1631.99,0.015,BID
