timestamp,price,amount,side
1445989598,1904.53,0.5,ASK
1445989599,1905.74,0.0514,BID
1445989599,1905.75,0.5,BID
1445989599,1905.75,0.7106,BID
1445989612,1904.53,0.001,ASK
1445989623,1904.55,0.0543,ASK
1445989623,1904.54,0.4457,ASK
1445989625,1904.54,0.1716,ASK
1445989625,1904.54,0.001,ASK
1445989629,1904.54,0.0928,ASK
1445989630,1904.54,0.1752,BID
1445989632,1904.54,0.232,BID
1445989632,1904.54,0.1752,ASK
1445989632,1904.53,0.0928,ASK
1445989634,1904.55,0.231,ASK
1445989635,1905.59,0.0014,BID
1445989637,1905.0,0.0014,BID
1445989639,1904.55,0.001,ASK
1445989640,1904.53,0.5,ASK
1445989640,1905.0,0.0014,BID
1445989642,1904.99,0.0014,BID
1445989644,1904.97,0.0014,BID
1445989644,1904.54,0.1737,ASK
1445989646,1904.16,0.008,ASK
1445989648,1904.54,0.0014,BID
1445989649,1903.29,0.0237,ASK
1445989649,1903.28,0.5,ASK
1445989649,1903.26,0.0382,ASK
1445989649,1903.25,9.4381,ASK
1445989650,1904.54,0.0014,BID
1445989652,1904.53,0.0014,BID
1445989653,1904.53,0.0014,BID
1445989655,1904.53,0.0014,BID
1445989658,1904.52,0.0014,BID
1445989660,1903.25,0.0089,ASK
1445989662,1904.51,0.0014,BID
1445989664,1904.49,0.0014,BID
1445989666,1904.49,0.0014,BID
1445989668,1904.48,0.0014,BID
1445989670,1904.47,0.0014,BID
1445989670,1903.26,0.0475,ASK
1445989670,1903.26,0.15,ASK
1445989672,1903.26,6.8792,BID
1445989672,1903.26,0.0014,BID
1445989672,1903.25,8.6162,ASK
1445989673,1903.26,0.0419,BID
1445989673,1903.26,0.008,ASK
1445989673,1903.27,50.0,ASK
1445989673,1903.27,16.382,ASK
1445989675,1903.27,0.5254,ASK
1445989675,1903.26,0.2326,ASK
1445989675,1903.55,0.0014,BID
1445989676,1903.55,0.02,BID
1445989677,1903.55,0.0014,BID
1445989682,1903.42,0.0014,ASK
1445989682,1903.2,0.161,ASK
1445989682,1903.55,0.0772,BID
1445989684,1903.56,0.0772,ASK
1445989684,1903.55,0.0228,ASK
1445989684,1903.54,0.0014,BID
1445989686,1903.54,0.0014,BID
1445989687,1903.54,1.3022,BID
1445989688,1903.54,0.0014,ASK
1445989688,1903.53,0.0014,BID
1445989690,1903.21,0.0089,ASK
1445989691,1903.21,0.1011,ASK
1445989691,1903.21,0.0475,ASK
1445989691,1903.2,0.3514,ASK
1445989692,1904.99,0.0014,BID
1445989698,1904.53,0.0014,BID
1445989700,1904.53,0.0014,BID
1445989703,1904.53,7.636,BID
1445989703,1904.83,0.5,ASK
1445989706,1904.83,0.5944,ASK
1445989706,1904.96,0.0014,BID
1445989707,1904.96,1.18,BID
1445989708,1904.82,0.0014,BID
1445989708,1904.82,0.6486,BID
1445989708,1904.83,4.1709,BID
1445989708,1904.83,0.5,BID
1445989708,1904.96,0.0305,BID
1445989708,1904.96,0.0515,BID
1445989708,1904.97,0.5,BID
1445989708,1904.97,0.11,BID
1445989708,1904.99,0.1499,BID
1445989708,1905.17,4.1529,BID
1445989712,1905.28,0.0543,ASK
1445989712,1905.27,0.4457,ASK
1445989714,1906.35,0.0014,BID
1445989715,1905.28,0.008,ASK
1445989717,1906.49,0.0014,BID
1445989719,1906.15,0.0014,BID
1445989720,1906.15,0.0014,BID
1445989722,1906.15,0.0014,BID
1445989725,1906.14,0.0014,BID
1445989727,1906.15,0.0014,BID
1445989727,1906.15,0.008,BID
1445989728,1906.44,0.01,ASK
1445989728,1906.44,0.0089,ASK
1445989729,1906.44,0.0529,ASK
1445989730,1906.44,1.18,BID
1445989730,1906.43,0.0014,BID
1445989733,1906.43,0.0014,BID
1445989735,1906.43,0.0014,BID
1445989736,1906.28,0.0014,BID
1445989737,1906.28,0.01,BID
1445989738,1906.28,0.0014,BID
1445989740,1906.28,0.0014,BID
1445989744,1906.28,0.0014,BID
1445989749,1904.94,0.0089,ASK
1445989751,1906.28,0.0014,BID
1445989753,1906.28,0.0014,BID
1445989756,1906.28,0.0014,BID
1445989758,1906.28,0.0014,BID
1445989760,1906.28,0.0014,BID
1445989762,1906.28,0.0014,BID
1445989764,1905.25,0.0089,ASK
1445989766,1906.27,0.0014,BID
1445989768,1906.27,0.0014,BID
1445989770,1906.26,0.0014,BID
1445989772,1906.27,0.0014,BID
1445989774,1906.26,0.0014,BID
1445989777,1906.27,0.0014,BID
1445989780,1904.97,0.008,ASK
1445989782,1906.27,0.0014,BID
1445989784,1906.27,0.0014,BID
1445989785,1904.98,4.0,BID
1445989785,1904.98,0.828,BID
1445989786,1906.26,0.0014,BID
1445989788,1906.26,0.0014,BID
1445989790,1906.25,0.0014,BID
1445989792,1906.26,0.0014,BID
1445989797,1904.96,0.0089,ASK
1445989799,1906.25,0.0014,BID
1445989800,1906.26,0.0014,BID
1445989806,1906.26,0.0014,BID
1445989810,1905.89,0.0014,ASK
1445989811,1905.89,0.09,BID
1445989812,1905.59,0.0014,BID
1445989814,1905.58,0.0014,BID
1445989819,1904.22,0.008,ASK
1445989821,1905.17,0.0014,BID
1445989824,1905.16,0.0014,BID
1445989826,1905.16,0.0014,BID
1445989834,1905.15,0.0014,BID
1445989835,1905.15,0.0014,BID
1445989837,1905.16,0.0014,BID
1445989838,1904.23,0.0089,ASK
1445989840,1905.15,0.0014,BID
1445989843,1905.16,0.0014,BID
1445989845,1905.15,0.0014,BID
1445989847,1906.26,0.0014,BID
1445989849,1905.17,0.0014,BID
1445989851,1905.17,0.0014,BID
1445989853,1904.25,0.008,ASK
1445989855,1905.16,0.0014,BID
1445989861,1904.28,0.525,ASK
1445989861,1904.26,0.0542,ASK
1445989861,1903.85,0.01,ASK
1445989861,1903.67,0.0146,ASK
1445989861,1903.67,0.0014,BID
1445989865,1903.67,0.6112,BID
1445989867,1905.14,0.0014,BID
1445989875,1905.1,0.0014,BID
1445989881,1905.09,0.0014,BID
1445989883,1905.09,0.0014,BID
1445989885,1903.44,0.0089,ASK
1445989887,1905.08,0.0014,BID
1445989890,1905.04,7.239,BID
1445989894,1905.04,0.0014,BID
1445989895,1905.04,0.0529,BID
1445989895,1905.05,0.531,BID
1445989895,1905.17,1.3194,BID
1445989898,1905.25,0.8755,BID
1445989901,1905.16,0.1,BID
1445989903,1905.25,0.0014,BID
1445989905,1905.25,0.0014,BID
1445989905,1905.17,4.3161,ASK
1445989905,1905.25,0.022,BID
1445989907,1905.25,0.0014,BID
1445989909,1905.25,0.0014,BID
1445989911,1905.18,0.008,ASK
1445989913,1905.25,0.0014,BID
1445989915,1905.18,0.0512,ASK
1445989915,1905.18,0.1118,ASK
1445989915,1905.17,3.4741,ASK
1445989919,1905.17,0.0014,BID
1445989921,1905.17,0.0014,BID
1445989923,1905.17,17.0,BID
1445989923,1905.17,0.0014,BID
1445989924,1905.17,0.5249,BID
1445989925,1905.17,0.0014,BID
1445989927,1905.17,0.0014,BID
1445989936,1903.55,0.0089,ASK
1445989938,1905.17,0.0014,BID
1445989940,1905.16,0.0014,BID
1445989942,1905.17,0.0014,BID
1445989945,1905.17,0.0014,BID
1445989947,1905.16,0.0014,BID
1445989949,1905.16,0.0014,BID
1445989951,1905.15,0.0014,BID
1445989953,1903.57,0.0089,ASK
1445989955,1905.16,0.0014,BID
1445989956,1903.58,5.0,BID
1445989956,1903.58,4.84,BID
1445989963,1905.14,0.0014,BID
1445989966,1905.13,0.0014,BID
1445989968,1905.14,0.0014,BID
1445989969,1904.97,1.18,ASK
1445989969,1905.14,0.0014,BID
1445989970,1904.97,0.512,ASK
1445989972,1904.14,0.0014,BID
1445989973,1904.14,0.1,BID
1445989974,1903.31,0.0089,ASK
1445989976,1904.13,0.0014,BID
1445989978,1904.14,0.0014,BID
1445989980,1904.13,0.0014,BID
1445989982,1904.14,0.0014,BID
1445989984,1904.12,0.0014,BID
1445989986,1904.12,0.0014,BID
1445989988,1903.32,0.008,ASK
1445989989,1904.12,0.0014,BID
1445989991,1904.11,0.0014,BID
1445989994,1904.12,0.0014,BID
1445989997,1904.12,0.0014,BID
1445990002,1904.12,0.0014,BID
1445990004,1904.13,0.0014,BID
1445990006,1903.34,0.0089,ASK
1445990008,1904.13,0.0014,BID
1445990013,1903.33,0.01,ASK
1445990013,1903.32,0.4742,ASK
1445990013,1903.32,0.002,ASK
1445990013,1903.03,0.6,ASK
1445990013,1903.02,1.411,ASK
1445990013,1903.02,0.1528,ASK
1445990013,1904.12,0.0014,BID
1445990015,1903.03,1.0,ASK
1445990015,1903.03,6.601,ASK
1445990015,1904.12,0.0014,BID
1445990017,1904.11,0.0014,BID
1445990019,1904.12,0.0014,BID
1445990020,1903.02,0.001,ASK
1445990021,1904.11,0.0014,BID
1445990024,1903.03,0.008,ASK
1445990026,1904.12,0.0014,BID
1445990028,1904.11,0.0014,BID
1445990030,1904.12,0.0014,BID
1445990032,1904.12,0.0014,BID
1445990034,1904.11,0.0014,BID
1445990035,1904.12,0.0014,BID
1445990037,1903.04,0.0089,ASK
1445990039,1903.99,0.0014,BID
1445990042,1903.99,0.0014,BID
1445990043,1903.03,0.0436,ASK
1445990043,1903.02,0.0564,ASK
1445990044,1903.98,0.0014,BID
1445990046,1903.98,0.0014,BID
1445990047,1903.0,3.106,ASK
1445990055,1903.88,0.0014,BID
1445990057,1903.88,0.0014,BID
1445990059,1903.0,0.008,ASK
1445990060,1903.87,0.0014,BID
1445990062,1903.88,0.0014,BID
1445990065,1903.87,0.001,BID
1445990065,1903.88,0.0004,BID
1445990066,1903.95,0.0014,BID
1445990068,1903.64,0.0014,BID
1445990070,1903.64,0.0014,BID
1445990071,1903.01,0.0089,ASK
1445990073,1903.63,0.0014,BID
1445990075,1903.63,0.0014,BID
1445990078,1903.63,0.0014,BID
1445990084,1903.52,0.0014,BID
1445990086,1903.52,0.0014,BID
1445990088,1903.01,0.001,ASK
1445990088,1903.52,0.0014,BID
1445990090,1903.02,0.008,ASK
1445990092,1903.5,0.0014,BID
1445990094,1903.49,0.0014,BID
1445990096,1903.49,0.0014,BID
1445990099,1903.49,0.5,BID
1445990099,1903.49,1.411,BID
1445990099,1903.5,0.669,BID
1445990099,1903.5,2.0,BID
1445990101,1903.48,0.008,BID
1445990101,1903.5,1.172,BID
1445990101,1903.5,0.6093,BID
1445990101,1903.51,0.1,BID
1445990101,1904.13,1.2907,BID
1445990102,1904.12,0.0014,BID
1445990103,1904.12,0.2286,BID
1445990103,1904.13,0.9514,BID
1445990107,1903.87,0.003,BID
1445990107,1904.13,1.177,BID
1445990108,1904.13,2.0,BID
1445990108,1904.12,0.0014,BID
1445990110,1904.13,0.0014,BID
1445990112,1903.04,0.0089,ASK
1445990114,1904.12,0.0014,BID
1445990119,1904.11,0.0014,BID
1445990122,1904.12,0.0014,BID
1445990126,1904.12,0.0014,BID
1445990141,1904.11,0.0014,BID
1445990144,1904.11,0.0014,BID
1445990146,1904.11,0.0014,BID
1445990161,1903.13,0.001,ASK
1445990165,1904.11,0.0256,BID
1445990165,1904.12,0.4744,BID
1445990168,1904.12,0.1214,BID
1445990168,1904.12,0.2291,BID
1445990169,1904.12,0.0075,ASK
1445990178,1904.13,0.001,ASK
1445990178,1904.12,0.142,ASK
1445990178,1904.12,0.35,ASK
1445990178,1903.16,0.0151,ASK
1445990178,1903.16,0.0149,ASK
1445990178,1903.15,0.6,ASK
1445990178,1903.15,0.025,ASK
1445990178,1903.15,0.9823,ASK
1445990185,1904.13,0.0149,BID
1445990185,1904.13,0.025,BID
1445990185,1904.14,0.4601,BID
1445990190,1904.14,0.5,BID
1445990196,1904.14,0.5,BID
1445990209,1903.36,0.0544,ASK
1445990209,1903.35,0.1,ASK
1445990209,1903.34,0.0152,ASK
1445990215,1903.34,0.5,BID
1445990217,1903.34,0.1117,BID
1445990223,1903.37,0.025,ASK
1445990223,1903.36,0.5,ASK
1445990223,1903.36,0.047,ASK
1445990223,1903.35,0.4137,ASK
1445990223,1903.35,0.5254,ASK
1445990223,1903.21,0.025,ASK
1445990223,1903.2,0.5,ASK
1445990223,1903.12,5.2035,ASK
1445990224,1903.03,0.047,BID
1445990224,1903.03,0.025,BID
1445990225,1903.03,0.5,BID
1445990226,1903.03,2.3205,BID
1445990235,1903.04,0.0089,ASK
1445990236,1903.33,0.1,BID
1445990236,1903.34,0.0274,BID
1445990239,1903.35,0.0014,BID
1445990242,1903.35,0.0014,BID
1445990242,1903.35,0.127,BID
1445990243,1903.35,0.4172,BID
1445990253,1904.13,0.0544,BID
1445990253,1904.14,0.0538,BID
1445990271,1904.91,0.235,BID
1445990294,1904.9,0.0014,BID
1445990296,1904.9,0.0014,BID
1445990297,1903.48,6.686,BID
1445990298,1904.9,0.0014,BID
1445990300,1904.9,0.0014,BID
1445990302,1903.49,0.0089,ASK
1445990305,1904.9,0.0014,BID
1445990306,1904.9,0.0014,BID
1445990308,1904.9,0.0014,BID
1445990310,1904.9,0.0014,BID
1445990312,1904.9,0.0014,BID
1445990314,1904.9,0.0007,BID
1445990314,1904.9,0.0007,BID
1445990315,1903.54,1.0,BID
1445990315,1903.54,5.0,BID
1445990315,1903.54,2.12,BID
1445990316,1903.53,0.008,ASK
1445990318,1904.9,0.0014,BID
1445990321,1904.89,0.0014,BID
1445990323,1904.89,0.0014,BID
1445990324,1904.9,0.5979,BID
1445990325,1904.91,0.0052,ASK
1445990328,1904.99,0.0014,BID
1445990330,1904.99,0.0014,BID
1445990332,1904.98,0.0014,BID
1445990332,1904.91,3.95,ASK
1445990334,1904.91,0.0089,ASK
1445990335,1904.91,0.65,ASK
1445990336,1904.91,0.65,ASK
1445990336,1904.98,0.0014,BID
1445990337,1904.91,0.65,ASK
1445990338,1904.91,0.65,ASK
1445990338,1904.98,0.0014,BID
1445990338,1904.98,0.0091,BID
1445990338,1904.99,0.0272,BID
1445990338,1904.99,0.2376,BID
1445990338,1904.99,0.2261,BID
1445990340,1904.99,0.0014,BID
1445990341,1904.99,0.0225,BID
1445990342,1905.0,0.0239,BID
1445990343,1905.0,0.0014,BID
1445990344,1905.0,0.022,BID
1445990346,1905.0,0.44,BID
1445990347,1905.0,0.0014,BID
1445990347,1905.0,0.5249,BID
1445990348,1905.0,0.022,BID
1445990348,1905.0,0.5249,BID
1445990348,1905.0,0.0014,BID
1445990349,1905.0,0.44,BID
1445990350,1904.99,0.008,ASK
1445990350,1905.0,0.5249,BID
1445990351,1905.0,0.5249,BID
1445990352,1905.0,0.0014,BID
1445990352,1905.0,0.5249,BID
1445990353,1904.99,0.4695,ASK
1445990353,1904.92,0.1394,ASK
1445990353,1904.91,0.3911,ASK
1445990353,1905.0,0.5249,BID
1445990353,1905.0,0.03,BID
1445990353,1905.0,0.0014,BID
1445990355,1904.98,0.0014,BID
1445990357,1904.98,0.0014,BID
1445990357,1904.98,0.4667,BID
1445990360,1905.0,0.0014,BID
1445990361,1905.0,0.466,BID
1445990362,1905.0,0.0014,BID
1445990362,1905.0,0.3969,BID
1445990364,1905.01,0.0089,ASK
1445990366,1905.16,0.0014,BID
1445990366,1905.16,0.1917,BID
1445990367,1905.17,0.1931,BID
1445990368,1905.17,0.0014,BID
1445990371,1905.17,0.191,BID
1445990372,1905.17,0.5249,BID
1445990373,1905.17,0.5249,BID
1445990374,1905.17,0.0014,BID
1445990374,1905.17,0.191,BID
1445990375,1905.17,0.5249,BID
1445990375,1905.17,0.5249,BID
1445990376,1905.17,0.0014,BID
1445990376,1905.17,0.5249,BID
1445990378,1905.17,0.5249,BID
1445990378,1905.17,0.0014,BID
1445990378,1905.17,0.1321,BID
1445990380,1905.25,0.0014,BID
1445990382,1905.18,0.008,ASK
1445990384,1905.25,0.1212,BID
1445990384,1906.22,0.0014,BID
1445990385,1906.21,5.0,BID
1445990385,1906.21,4.214,BID
1445990388,1906.22,0.0006,BID
1445990388,1906.27,0.0008,BID
1445990390,1906.27,0.0014,BID
