timestamp,price,amount,side
1444780389,1613.57,0.0012,ASK
1444780391,1614.3,0.0701,BID
1444780391,1614.3,0.05,BID
1444780392,1614.3,0.23,BID
1444780395,1614.29,0.0012,BID
1444780395,1614.3,0.2218,BID
1444780399,1614.3,0.0021,BID
1444780399,1614.89,0.1979,BID
1444780400,1614.89,0.069,BID
1444780405,1614.89,0.05,BID
1444780415,1614.89,0.52,BID
1444780429,1614.89,0.75,BID
1444780429,1614.89,0.6688,BID
1444780429,1614.89,0.7122,BID
1444780433,1614.89,0.06,BID
1444780436,1614.89,0.07,BID
1444780440,1614.89,1.158,BID
1444780444,1614.89,0.06,BID
1444780447,1614.89,0.53,BID
1444780449,1614.89,0.131,BID
1444780449,1613.89,0.0284,ASK
1444780449,1613.89,0.0341,ASK
1444780449,1613.88,0.7,ASK
1444780449,1613.88,0.1354,ASK
1444780449,1613.88,0.01,ASK
1444780449,1613.88,0.0727,ASK
1444780449,1613.87,0.5,ASK
1444780449,1613.87,0.9126,ASK
1444780452,1614.89,0.062,BID
1444780452,1614.89,0.034,BID
1444780455,1614.87,0.0289,BID
1444780455,1614.88,0.0251,BID
1444780458,1614.87,0.0284,BID
1444780458,1614.88,0.6456,BID
1444780459,1614.86,5.706,BID
1444780459,1614.87,0.0337,BID
1444780459,1614.88,0.0293,BID
1444780459,1614.88,0.012,BID
1444780459,1614.88,0.0336,BID
1444780459,1614.89,0.5914,BID
1444780461,1614.89,0.3212,BID
1444780461,1614.9,0.0268,BID
1444780465,1614.89,0.0273,BID
1444780465,1614.89,0.0815,BID
1444780465,1614.9,0.3782,BID
1444780468,1614.9,0.615,BID
1444780471,1614.9,0.072,BID
1444780474,1614.9,0.095,BID
1444780474,1614.9,0.08,BID
1444780482,1614.9,0.5,BID
1444780486,1614.9,0.295,BID
1444780489,1614.9,0.075,BID
1444780489,1614.9,0.6752,BID
1444780489,1614.97,0.0748,BID
1444780498,1614.97,0.304,BID
1444780506,1614.97,0.19,BID
1444780506,1614.97,0.541,BID
1444780506,1614.47,0.0284,ASK
1444780506,1614.47,0.01,ASK
1444780506,1614.46,0.1308,ASK
1444780506,1614.45,0.06,ASK
1444780506,1614.43,0.1067,ASK
1444780506,1614.43,0.0123,ASK
1444780506,1614.42,0.2177,ASK
1444780506,1614.09,0.0319,ASK
1444780506,1614.08,0.6,ASK
1444780506,1614.07,0.7,ASK
1444780506,1614.03,0.314,ASK
1444780506,1614.02,0.5,ASK
1444780506,1614.01,0.4364,ASK
1444780506,1614.0,0.002,ASK
1444780506,1613.94,0.0815,ASK
1444780506,1613.92,0.2807,ASK
1444780506,1613.9,0.5176,BID
1444780510,1614.96,0.0319,BID
1444780510,1614.96,0.0284,BID
1444780510,1614.96,0.0097,BID
1444780514,1614.95,0.324,BID
1444780517,1614.94,0.0057,BID
1444780517,1614.95,0.0005,BID
1444780517,1614.95,0.06,BID
1444780517,1614.95,0.0658,BID
1444780521,1614.87,0.002,BID
1444780521,1614.95,0.037,BID
1444780524,1614.86,0.2,BID
