timestamp,price,amount,side
1445212766,1726.27,0.01,ASK
1445212767,1726.7,0.0994,ASK
1445212767,1726.27,0.07,ASK
1445212767,1726.27,0.1,ASK
1445212767,1726.27,0.1,ASK
1445212767,1726.27,0.0406,ASK
1445212767,1726.27,0.0594,ASK
1445212768,1725.55,0.0302,BID
1445212771,1725.55,0.01,BID
1445212774,1725.55,0.0398,BID
1445212781,1725.9,0.025,ASK
1445212781,1725.7,0.019,ASK
1445212781,1725.69,0.307,ASK
1445212783,1725.7,0.019,ASK
1445212784,1725.2,0.01,BID
1445212784,1725.68,0.38,BID
1445212789,1726.32,0.099,BID
1445212795,1727.11,0.0014,ASK
1445212795,1726.35,0.01,ASK
1445212795,1726.33,0.0006,ASK
1445212798,1727.01,0.0014,ASK
1445212798,1726.34,0.0086,ASK
1445212800,1727.63,0.0014,BID
1445212811,1726.14,0.5379,ASK
1445212811,1725.7,0.0269,BID
1445212812,1725.7,0.0173,BID
1445212813,1725.7,0.02,BID
1445212814,1725.7,0.1019,BID
1445212814,1725.7,0.199,BID
1445212814,1725.7,0.097,BID
1445212819,1726.32,0.01,ASK
1445212819,1726.32,0.11,ASK
1445212820,1725.72,0.0726,ASK
1445212820,1725.72,0.0433,ASK
1445212820,1725.71,0.0141,ASK
1445212823,1725.71,0.435,ASK
1445212839,1725.53,0.0302,BID
1445212849,1725.52,0.01,BID
1445212849,1725.53,0.0558,BID
1445212849,1726.49,0.108,BID
1445212853,1726.47,0.115,BID
1445212853,1726.48,0.099,BID
1445212858,1726.47,0.302,BID
1445212867,1726.45,0.302,BID
1445212867,1726.47,8.0418,BID
1445212868,1726.5,0.5,ASK
1445212868,1726.5,0.0151,ASK
1445212868,1726.5,0.0287,ASK
1445212868,1726.5,0.1529,ASK
1445212869,1726.5,11.8928,ASK
1445212869,1726.5,0.01,ASK
1445212870,1726.5,0.994,ASK
1445212870,1726.5,0.695,ASK
1445212870,1726.5,0.116,ASK
1445212870,1726.5,0.038,ASK
1445212870,1726.5,0.116,ASK
1445212870,1726.5,0.076,ASK
1445212871,1726.5,0.192,ASK
1445212871,1727.31,7.0,ASK
1445212871,1727.31,5.0,ASK
1445212871,1727.31,0.869,ASK
1445212873,1726.5,0.119,ASK
1445212873,1726.5,0.119,ASK
1445212873,1726.5,0.01,ASK
1445212873,1726.5,0.119,ASK
1445212875,1726.5,0.103,ASK
1445212876,1726.51,0.01,BID
1445212877,1726.51,0.01,ASK
1445212878,1726.51,0.01,ASK
1445212880,1727.19,0.01,BID
1445212892,1726.52,0.0318,ASK
1445212892,1726.52,0.1202,ASK
1445212892,1726.52,0.0148,ASK
1445212892,1726.51,0.0852,ASK
1445212895,1726.53,0.5,ASK
1445212896,1726.54,0.01,ASK
1445212897,1726.54,0.01,ASK
1445212898,1726.54,0.18,ASK
1445212899,1726.54,0.01,ASK
1445212900,1726.54,0.056,ASK
1445212900,1726.54,0.036,ASK
1445212900,1726.54,0.298,ASK
1445212903,1726.53,0.02,BID
1445212904,1726.53,0.262,BID
1445212904,1726.75,0.0101,BID
1445212904,1726.76,0.2021,BID
1445212904,1727.02,0.0384,BID
1445212904,1727.04,0.01,BID
1445212904,1727.38,0.04,BID
1445212904,1727.39,0.1468,BID
1445212904,1727.41,0.4706,BID
1445212905,1727.4,0.025,BID
1445212906,1727.66,0.0833,BID
1445212906,1727.67,0.1137,BID
1445212908,1727.5,0.01,ASK
1445212912,1727.5,0.356,ASK
1445212912,1727.5,0.013,ASK
1445212913,1727.5,0.986,ASK
1445212913,1727.5,2.0,ASK
1445212915,1727.67,0.094,BID
1445212915,1727.58,0.0014,ASK
1445212915,1727.5,0.0346,ASK
1445212915,1727.5,0.1503,ASK
1445212917,1727.66,0.0302,BID
1445212917,1727.67,1.4172,BID
1445212917,1727.67,0.0014,BID
1445212918,1727.51,0.011,ASK
1445212918,1727.67,0.0302,BID
1445212918,1727.67,0.01,BID
1445212919,1727.66,19.223,BID
1445212921,1727.66,0.011,BID
1445212921,1727.67,0.138,BID
1445212922,1727.58,0.0014,ASK
1445212922,1727.51,0.0105,ASK
1445212922,1727.5,0.0891,ASK
1445212922,1727.5,0.101,ASK
1445212924,1727.51,0.01,ASK
1445212925,1727.66,0.0105,BID
1445212925,1727.66,0.01,ASK
1445212926,1727.66,0.01,ASK
1445212926,1727.66,0.02,ASK
1445212926,1727.66,0.175,ASK
1445212927,1727.66,0.5,ASK
