timestamp,price,amount,side
1442965258,1490.79,0.046,ASK
1442965264,1490.78,0.001,ASK
1442965264,1490.36,0.0106,ASK
1442965264,1490.36,0.0084,ASK
1442965265,1490.36,0.0543,ASK
1442965265,1490.36,0.0473,ASK
1442965265,1490.36,0.0334,ASK
1442965272,1490.36,0.321,ASK
1442965273,1490.36,0.01,ASK
1442965276,1490.36,0.218,ASK
1442965355,1490.98,0.0292,BID
1442965355,1490.99,0.0608,BID
1442965377,1491.18,0.04,BID
1442965384,1491.18,0.006,BID
1442965384,1491.19,0.004,BID
1442965390,1491.19,0.0341,BID
1442965390,1491.2,0.0159,BID
1442965392,1491.19,0.1029,BID
1442965392,1491.2,1.7191,BID
1442965398,1491.18,0.02,BID
1442965414,1491.06,0.0946,BID
1442965414,1491.19,1.2904,BID
1442965414,1491.19,0.04,BID
1442965417,1491.06,0.0317,ASK
1442965417,1491.05,0.0913,ASK
1442965418,1491.05,0.65,ASK
1442965419,1491.06,0.1421,ASK
1442965419,1491.06,0.015,ASK
1442965419,1491.05,0.4929,ASK
1442965420,1491.05,0.65,ASK
1442965421,1491.18,18.739,ASK
1442965421,1491.05,0.65,ASK
1442965421,1491.05,0.131,ASK
1442965422,1491.05,0.5678,ASK
1442965428,1490.19,0.004,ASK
1442965429,1491.03,0.02,BID
1442965429,1491.03,0.504,BID
1442965429,1491.04,0.0822,BID
1442965429,1491.04,0.65,BID
1442965429,1491.19,5.0,BID
1442965429,1491.2,3.7638,BID
1442965450,1491.18,0.01,BID
1442965450,1491.19,0.01,BID
1442965469,1490.0,0.099,ASK
1442965474,1490.9,0.098,BID
1442965490,1491.08,0.05,BID
1442965501,1491.19,0.0379,BID
1442965501,1491.19,0.0128,BID
1442965501,1491.2,2.6437,BID
1442965501,1491.2,1.4256,BID
1442965518,1491.08,0.01,BID
1442965520,1491.2,0.01,ASK
1442965542,1491.29,0.03,BID
1442965572,1491.39,0.02,BID
1442965596,1490.23,0.0946,ASK
1442965601,1490.01,0.0579,ASK
1442965601,1490.0,0.1431,ASK
1442965602,1490.0,0.0579,ASK
1442965602,1489.99,0.001,ASK
